sentence,label,validity,faults,domain,year,title,source,slide
AV does not maintain safe distance to structure.,hazard,valid,valid,automotive,2019,STPA Analysis of Safety Measures for Zenuity’s Auto Valet Parking Demo,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Sidhu__PUB__Zenuity-Presentation-STAMP-Wkshp-2019-v7.pdf,7.0
AV does not maintain safe distance to VRU.,hazard,valid,valid,automotive,2019,STPA Analysis of Safety Measures for Zenuity’s Auto Valet Parking Demo,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Sidhu__PUB__Zenuity-Presentation-STAMP-Wkshp-2019-v7.pdf,7.0
AV does not respond to requests during autonomous maneuver.,hazard,invalid,condition,automotive,2019,STPA Analysis of Safety Measures for Zenuity’s Auto Valet Parking Demo,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Sidhu__PUB__Zenuity-Presentation-STAMP-Wkshp-2019-v7.pdf,7.0
AV gets damaged.,loss,valid,valid,automotive,2019,STPA Analysis of Safety Measures for Zenuity’s Auto Valet Parking Demo,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Sidhu__PUB__Zenuity-Presentation-STAMP-Wkshp-2019-v7.pdf,7.0
AV leaves designated path.,hazard,valid,valid,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,6.0
AV leaves the designated demo zone.,hazard,valid,valid,automotive,2019,STPA Analysis of Safety Measures for Zenuity’s Auto Valet Parking Demo,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Sidhu__PUB__Zenuity-Presentation-STAMP-Wkshp-2019-v7.pdf,7.0
AV loses control.,hazard,valid,valid,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,6.0
AV must adhere to the allowed operating limits advised by the traffic rules and ODD limitations.,constraint,valid,valid,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,7.0
AV must adhere to the designated path.,constraint,valid,valid,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,7.0
AV must maintain a safe distance from VRUs and other stationary and moving objects in the surroundings.,constraint,valid,valid,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,7.0
AV must never lose control.,constraint,valid,valid,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,7.0
AV must provide a comfortable experience to the passengers when driving or stationary.,constraint,valid,valid,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,7.0
AV violates allowed operating conditions.,hazard,valid,valid,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,6.0
Avoid operation beyond the permissible limits (emergency cases are excluded).,constraint,invalid,not,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12.0
"Avoiding the concurrence of flammable substances, oxidizer and ignition source.",constraint,invalid,not,fire,2013,Analysis of Human-Related Accidents and Assessment of Human Error Based on STAMP,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_Ronghao_2013STAMPworkshop.pdf,11.0
"Avoiding the interaction of flammable substances, oxidizer and ignition source.",constraint,invalid,not,fire,2013,Analysis of Human-Related Accidents and Assessment of Human Error Based on STAMP,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_Ronghao_2013STAMPworkshop.pdf,11.0
Blown tire procedure not followed.,hazard,invalid,rewrite,aviation,2015,Application of STPA for Hazard Analysis on Light Aircraft Crosswind Takeoffs,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Castilho-Crosswind-Takeoffs.pdf,33.0
Brake light command must illuminate early within X-seconds before stopping vehicle.,constraint,valid,valid,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,11.0
Brakes cannot be applied severely when aborting with strong crosswind.,constraint,invalid,not,aviation,2015,Application of STPA for Hazard Analysis on Light Aircraft Crosswind Takeoffs,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Castilho-Crosswind-Takeoffs.pdf,35.0
Cabin parameters incompatible with human survival.,hazard,valid,valid,aviation,2019,STPA for Security of Aircraft Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Weller-Fahy__PUB__2019-03-25_MIT-STAMP-Workshop_Weller-Fahy_Presentation.pdf,36.0
Catching fire inside the ship.,hazard,valid,valid,maritime,2022,STPA for Passenger Ship Safety Analysis in Bangladesh,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1120__Md%20Imran%20Uddin__PUB.pdf,11.0
"Certification Authority personal, including Organization Designation Authorization (ODA), unqualified to the product in analyse or at the certification process.",hazard,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10.0
Certification Process implemented is not adequate to identify critical flaws or loss scenarios.,hazard,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10.0
Certification Process temporally interrupted due to budgetary constraints to the project.,hazard,invalid,condition,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10.0
Certification Tests not performed as scheduled.,hazard,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10.0
Chemical plant must not release toxic chemicals into the atmosphere.,constraint,valid,valid,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58.0
Collateral Damage.,loss,invalid,not,water,2018,STPA Application in Hydropower: Piloting Experience,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-To-PUB-STPA-Application-in-Hydropower-Piloting-Experience.pdf,8.0
Collision between the ACROBOTER robotic platform and an unknown object (both human or material).,hazard,invalid,accident,robot,2015,Comparing Sensors’ Characteristics on a Robotic System: The EWaSAP Results Against Designers’ Non-Theoretical Approaches,https://prezi.com/w6ww9e0b2bnu/comparing-sensors-characteristics-on-a-robotic-system-the-ewasap-results-against-designers-non-theoretical-approaches/?utm_campaign=share&utm_medium=copy,27.0
Collision of a manned and unmanned aircraft.,hazard,invalid,accident,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,12.0
Collision of an unmanned aircraft with a person on the ground.,hazard,invalid,accident,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,13.0
Collision of an unmanned aircraft with a structure on the ground.,hazard,invalid,accident,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,13.0
Collision of two unmanned aircraft.,hazard,invalid,accident,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,12.0
Collision with ISS.,loss,invalid,accident,aerospace,2012,Unmanned Cargo Transfer Spacecraft,https://psas.scripts.mit.edu/home/get_pdf.php?name=1-4-HTV-system-description.pdf,7.0
"Collisions resulting in loss of life, damage or severe disturbance of daily operation.",loss,invalid,rewrite,aviation,2012,Experiences and Challenges in using STAMP for Accident  Analysis,http://psas.scripts.mit.edu/home/get_pdf.php?name=2-8-Schaardenburg-Verhoeve-and-Smit-Experiences-and-Challenges-in-using-STAMP-for-Accident-Analysis.pdf,11.0
Commands for dosage exceeding the patient's tolerance are sent to the pump.,hazard,valid,valid,medicine,2015,Using STPA to support Risk Management for Interoperable Medical Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Procter-Using-STPA-for-RM-in-Interoperable-Medical-Systems.pdf,25.0
Commitments or obligations are not in line with USCG financial policy.,hazard,invalid,rewrite,maritime,2015,U.S. Coast Guard Financial Management: A Systems Approach to Business Process Reengineering,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Peterein-Business-Process-Reengineering.pdf,12.0
Commitments or obligations are recorded in excess of funding limitations.,hazard,invalid,rewrite,maritime,2015,U.S. Coast Guard Financial Management: A Systems Approach to Business Process Reengineering,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Peterein-Business-Process-Reengineering.pdf,12.0
Company doesn’t complete the certification processes.,hazard,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10.0
Company reputation.,loss,invalid,rewrite,aviation,2019,Active STPA – A Systems-based Hazard Analysis for Safety Management Systems (SMS),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Diogo-Castilho-on-Active-STPA.pdf,10.0
Company takes actions inconsistent with stated values.,hazard,valid,valid,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12.0
Computer must not close water valve before catalyst valve closes.,constraint,valid,valid,nuclear,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,52.0
Computer must not close water valve while catalyst valve open.,constraint,valid,valid,nuclear,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,52.0
Computer must not open catalyst valve when water valve not open.,constraint,valid,valid,nuclear,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,52.0
Computer must open water valve whenever catalyst valve is open.,constraint,valid,valid,nuclear,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,52.0
Computer must open water valve within X seconds of catalyst valve open.,constraint,valid,valid,nuclear,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,52.0
Consumer (rider) PII exposed to unauthorized individuals.,hazard,valid,valid,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12.0
Contaminated Enviroment.,loss,invalid,not,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8.0
Contamination of Outer Planet Moon with biological agents of Earth origin on mission hardware.,hazard,invalid,accident,aerospace,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,20.0
"Control system shall control the actuator (Throttle, Spark, Fuel, etc.) correctly in response to axle torque request.",constraint,valid,valid,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22.0
Controlled Flight Into Terrain (CFIT).,hazard,invalid,rewrite,aviation,2019,Active STPA – A Systems-based Hazard Analysis for Safety Management Systems (SMS),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Diogo-Castilho-on-Active-STPA.pdf,12.0
Controlled Flight into Terrain.,hazard,invalid,rewrite,aviation,2013,The Use of STPA in Hazard Analysis and Certification of Integrated Modular Avionics Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Fleming_ITP_Talk.pdf,13.0
Controlled flight of aircraft into terrain.,hazard,invalid,rewrite,aviation,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,52.0
Controlled maneuver into ground.,hazard,invalid,rewrite,aerospace,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,21.0
Controller shall allow time for passengers to exit & enter before attempting to close the door.,constraint,valid,valid,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4.0
Controller shall not close Door while a passenger is in the doorway.,constraint,valid,valid,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4.0
"Controller shall not open Door while train is moving, only when stopped.",constraint,valid,valid,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4.0
Controller shall open Door in an emergency.,constraint,valid,valid,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4.0
Controller shall open Door when Train is stopped in Station.,constraint,valid,valid,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4.0
Controller shall report the state of the Door to the next-higher level of control.,constraint,valid,valid,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4.0
